"Provider.ID","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","lon","lat","geoAddress"
210065,"HOLY CROSS GERMANTOWN HOSPITAL","19801 OBSERVATION DRIVE","GERMANTOWN","MD",20876,"MONTGOMERY",3015576020,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","19801 OBSERVATION DRIVE
GERMANTOWN, MD
(39.180271, -77.243328)",-77.2429848,39.1807761,"19801 observation dr, germantown, md 20876, usa"
171352,"DECATUR COUNTY HOSPITAL","810 W  COLUMBIA STREET","OBERLIN","KS",67749,"DECATUR",7854752208,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","810 W COLUMBIA STREET
OBERLIN, KS
(39.816212, -100.53925)",-100.5372052,39.8160181,"810 w columbia st, oberlin, ks 67749, usa"
190164,"BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","LEESVILLE","LA",71446,"VERNON",3372399041,"Acute Care Hospitals","Proprietary","true","true","3","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","Below the national average","","1020 FERTITTA BLVD
LEESVILLE, LA
(31.137324, -93.268791)",-93.2689173,31.1386079,"1020 fertitta blvd, leesville, la 71446, usa"
180132,"LAKE CUMBERLAND REGIONAL HOSPITAL","305 LANGDON STREET","SOMERSET","KY",42503,"PULASKI",6066797441,"Acute Care Hospitals","Proprietary","true","true","2","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","305 LANGDON STREET
SOMERSET, KY
(37.086576, -84.617956)",-84.6201361,37.085663,"305 langdon st, somerset, ky 42503, usa"
170187,"SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE","SALINA","KS",67401,"SALINE",7858270610,"Acute Care Hospitals","Physician","false","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","401 SOUTH SANTA FE AVENUE
SALINA, KS
(38.834346, -97.609162)",-97.6084523,38.8336944,"401 s santa fe ave, salina, ks 67401, usa"
190039,"WEST JEFFERSON MEDICAL CENTER","1101 MEDICAL CENTER BLVD","MARRERO","LA",70072,"JEFFERSON",5043475511,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","1101 MEDICAL CENTER BLVD
MARRERO, LA
(29.891749, -90.095886)",-90.0944039,29.8920731,"1101 medical center blvd, marrero, la 70072, usa"
210061,"ATLANTIC GENERAL HOSPITAL","9733 HEALTHWAY DRIVE","BERLIN","MD",21811,"WORCESTER",4106419600,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","Not Available","Data suppressed by CMS for one or more quarters","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","9733 HEALTHWAY DRIVE
BERLIN, MD
(38.338604, -75.210472)",-75.2114761,38.3394843,"9733 healthway dr, berlin, md 21811, usa"
180029,"HAZARD ARH REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","HAZARD","KY",41701,"PERRY",6064396600,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","100 MEDICAL CENTER DRIVE
HAZARD, KY
(37.279027, -83.227413)",-83.2281272,37.277985,"100 medical center dr, hazard, ky 41701, usa"
220058,"CLINTON HOSPITAL ASSOCIATION","201 HIGHLAND STREET","CLINTON","MA",1510,"WORCESTER",9783683000,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","201 HIGHLAND STREET
CLINTON, MA
(42.427062, -71.693349)",-71.69281,42.4273614,"201 highland st, clinton, ma 01510, usa"
190255,"PARK PLACE SURGICAL HOSPITAL","4811 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA",70508,"LAFAYETTE",3372378119,"Acute Care Hospitals","Proprietary","false","","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Below the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","4811 AMBASSADOR CAFFERY PARKWAY
LAFAYETTE, LA
(30.149798, -92.040114)",-92.0402327,30.1499048,"4811 ambassador caffery pkwy, lafayette, la 70508, usa"
190298,"CENTRAL LOUISIANA SURGICAL HOSPITAL","651 NORTH BOLTON AVE","ALEXANDRIA","LA",71301,"RAPIDES",3184496400,"Acute Care Hospitals","Physician","false","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Above the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","Below the national average","","651 NORTH BOLTON AVE
ALEXANDRIA, LA
(31.315236, -92.467478)",-92.4678969,31.313914,"651 n bolton ave, alexandria, la 71301, usa"
201309,"MAYO REGIONAL HOSPITAL","897 WEST MAIN STREET","DOVER FOXCROFT","ME",4426,"PISCATAQUIS",2075644251,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","3","This hospitals star rating only includes data reported on inpatient services","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","897 WEST MAIN STREET
DOVER FOXCROFT, ME
(45.186556, -69.237798)",-69.2378932,45.187684,"897 w main st, dover-foxcroft, me 04426, usa"
220020,"SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","FALL RIVER","MA",2721,"BRISTOL",5086745600,"Acute Care Hospitals","Proprietary","true","true","4","","Above the national average","","Above the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","795 MIDDLE STREET
FALL RIVER, MA
(41.693321, -71.163642)",-71.1635486,41.6927748,"795 middle st, fall river, ma 02721, usa"
171306,"WICHITA COUNTY HEALTH CENTER","211 E EARL STREET","LEOTI","KS",67861,"WICHITA",6203752233,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","211 E EARL STREET
LEOTI, KS
(38.476196, -101.355624)",-101.3547592,38.4762102,"211 earl st, leoti, ks 67861, usa"
